Regione,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Totale attualmente positivi,DIMESSI/GUARITI,DECEDUTI,CASI TOTALI - A,INCREMENTO CASI TOTALI (rispetto al giorno precedente),Casi identificatidal sospettodiagnostico,Casi identificatida attività discreening,CASI TOTALI - B,Totale casi testati,Totale tamponi effettuati,INCREMENTOTAMPONI,REPORT DATE
Veneto,140,19,3177,3336,21089,2173,26598,196,20994,5604,26598,721936,1849748,14188,2020-09-25
Lazio,563,36,5892,6491,8040,904,15435,230,7739,7696,15435,695956,831786,11026,2020-09-25
Toscana,87,24,3150,3261,9938,1156,14355,139,11622,2733,14355,477064,709159,7245,2020-09-25
Liguria,145,17,1564,1726,9621,1597,12944,73,9400,3544,12944,159717,297680,2753,2020-09-25
Campania,382,27,4849,5258,5638,459,11355,253,9798,1557,11355,362048,566837,7579,2020-09-25
Marche,22,2,697,721,6140,990,7851,33,7851,0,7851,141222,239573,1547,2020-09-25
Puglia,208,10,2091,2309,4498,587,7394,90,2304,5090,7394,279402,392912,3299,2020-09-25
Sicilia,235,13,2282,2530,3630,306,6466,107,4281,2185,6466,337774,458911,5330,2020-09-25
PA Trento,13,0,535,548,4876,405,5829,23,3699,2130,5829,95829,222678,2155,2020-09-25
Friuli Venezia Giulia,17,6,690,713,3463,350,4526,37,4192,334,4526,177070,395743,3899,2020-09-25
Abruzzo,58,5,754,817,3023,477,4317,51,3709,608,4317,124138,192553,1626,2020-09-25
Sardegna,112,19,1653,1784,1596,148,3528,57,1874,1654,3528,152652,180110,1956,2020-09-25
PA Bolzano,20,1,493,514,2632,292,3438,52,3438,0,3438,88792,169006,2698,2020-09-25
Umbria,32,3,450,485,1748,85,2318,23,1641,677,2318,117862,196077,1861,2020-09-25
Calabria,32,3,473,508,1300,98,1906,10,1159,747,1906,191675,193781,1908,2020-09-25
Valle d'Aosta,3,0,52,55,1087,146,1288,1,1158,130,1288,19587,28332,100,2020-09-25
Basilicata,13,1,191,205,458,28,691,13,423,268,691,68857,69677,850,2020-09-25
Molise,3,1,129,133,476,23,632,5,592,40,632,39893,41333,494,2020-09-25
Lombardia,303,31,8714,9048,79472,16935,105455,229,94409,11046,105455,1252897,2012281,21369,2020-09-24
Emilia-Romagna,192,20,4415,4627,25604,4480,34711,99,30716,3995,34711,643017,1121383,11096,2020-09-24
Piemonte,165,9,2288,2462,28059,4158,34679,104,23374,11305,34679,417396,688648,6366,2020-09-24
Veneto,144,17,3111,3272,20961,2169,26402,248,20912,5490,26402,717052,1835560,15459,2020-09-24
Lazio,544,35,5768,6347,7956,902,15205,230,7676,7529,15205,686623,820760,9951,2020-09-24
Toscana,95,24,3037,3156,9907,1153,14216,156,11569,2647,14216,472376,701914,7710,2020-09-24
Liguria,153,18,1483,1654,9621,1596,12871,102,9393,3478,12871,158350,294927,2991,2020-09-24
Campania,371,25,4761,5157,5488,457,11102,195,9568,1534,11102,355075,559258,7027,2020-09-24
Marche,25,3,672,700,6129,989,7818,17,7818,0,7818,140335,238026,1512,2020-09-24
Puglia,207,10,2046,2263,4455,586,7304,73,2287,5017,7304,276895,389613,4123,2020-09-24
Sicilia,237,16,2208,2461,3594,304,6359,125,4221,2138,6359,334504,453581,5169,2020-09-24
PA Trento,14,0,535,549,4852,405,5806,23,3696,2110,5806,94954,220523,1612,2020-09-24
Friuli Venezia Giulia,21,6,680,707,3432,350,4489,28,4158,331,4489,175810,391844,3034,2020-09-24
Abruzzo,50,4,716,770,3019,477,4266,17,3683,583,4266,123127,190927,1875,2020-09-24
Sardegna,112,18,1632,1762,1561,148,3471,66,1859,1612,3471,151015,178154,2325,2020-09-24
PA Bolzano,20,1,464,485,2609,292,3386,20,3386,0,3386,87710,166308,1542,2020-09-24
Umbria,30,3,442,475,1735,85,2295,29,1629,666,2295,116814,194216,1692,2020-09-24
Calabria,29,4,467,500,1298,98,1896,9,1159,737,1896,189767,191873,1842,2020-09-24
Valle d'Aosta,3,0,53,56,1085,146,1287,3,1157,130,1287,19525,28232,255,2020-09-24
Basilicata,13,1,182,196,454,28,678,9,423,255,678,68007,68827,746,2020-09-24
Molise,3,1,129,133,471,23,627,4,587,40,627,39412,40839,323,2020-09-24
Lombardia,308,33,8763,9104,79197,16925,105226,196,94288,10938,105226,1239028,1990912,22805,2020-09-23
Emilia-Romagna,187,20,4406,4613,25520,4479,34612,101,30673,3939,34612,636603,1110287,10061,2020-09-23
Piemonte,163,8,2247,2418,28000,4157,34575,95,23482,11093,34575,413848,682282,5620,2020-09-23
Veneto,139,16,3000,3155,20832,2167,26154,150,20835,5319,26154,711874,1820101,11967,2020-09-23
Lazio,521,32,5631,6184,7889,902,14975,195,7603,7372,14975,678371,810809,9112,2020-09-23
Toscana,97,24,2933,3054,9853,1153,14060,90,11493,2567,14060,467414,694204,7502,2020-09-23
Liguria,149,18,1426,1593,9582,1594,12769,108,9352,3417,12769,156756,291936,3766,2020-09-23
Campania,356,22,4689,5067,5383,457,10907,248,9379,1528,10907,350063,552231,3901,2020-09-23
Marche,24,4,658,686,6126,989,7801,32,7801,0,7801,139445,236514,1497,2020-09-23
Puglia,204,10,2008,2222,4426,583,7231,89,2271,4960,7231,274285,385490,4014,2020-09-23
Sicilia,230,16,2166,2412,3519,303,6234,89,4141,2093,6234,331383,448412,6039,2020-09-23
PA Trento,13,0,547,560,4818,405,5783,22,3685,2098,5783,94533,218911,2227,2020-09-23
Friuli Venezia Giulia,16,6,688,710,3401,350,4461,57,4136,325,4461,174659,388810,4770,2020-09-23
Abruzzo,55,4,701,760,3012,477,4249,22,3689,560,4249,122050,189052,1848,2020-09-23
Sardegna,100,21,1624,1745,1515,145,3405,49,1826,1579,3405,149069,175829,2169,2020-09-23
PA Bolzano,20,1,455,476,2598,292,3366,37,3366,0,3366,86974,164766,1426,2020-09-23
Umbria,30,3,435,468,1713,85,2266,19,1620,646,2266,115748,192524,1881,2020-09-23
Calabria,27,4,474,505,1284,98,1887,19,1159,728,1887,187925,190031,1893,2020-09-23
Valle d'Aosta,4,0,54,58,1080,146,1284,2,1154,130,1284,19381,27977,105,2020-09-23
Basilicata,12,1,179,192,449,28,669,17,422,247,669,67261,68081,577,2020-09-23
Molise,3,1,128,132,468,23,623,3,583,40,623,39092,40516,516,2020-09-23
Lombardia,294,34,8699,9027,79078,16925,105030,182,94164,10866,105030,1225067,1968107,14808,2020-09-22
Emilia-Romagna,185,22,4426,4633,25400,4478,34511,56,30622,3889,34511,631253,1100226,9791,2020-09-22
Piemonte,164,7,2222,2393,27931,4156,34480,84,23572,10908,34480,411192,676662,5963,2020-09-22
Veneto,141,14,2988,3143,20696,2165,26004,119,20745,5259,26004,707232,1808134,10035,2020-09-22
Lazio,482,31,5517,6030,7851,899,14780,238,7552,7228,14780,669956,801697,9022,2020-09-22
Toscana,98,21,2939,3058,9760,1152,13970,74,11457,2513,13970,462715,686702,5632,2020-09-22
Liguria,148,17,1365,1530,9539,1592,12661,105,9308,3353,12661,154818,288170,2642,2020-09-22
Campania,360,23,4572,4955,5247,457,10659,156,9137,1522,10659,345740,548330,4310,2020-09-22
Marche,24,3,633,660,6120,989,7769,18,7769,0,7769,138616,235017,1061,2020-09-22
Puglia,204,10,1976,2190,4371,581,7142,67,2253,4889,7142,271426,381476,4516,2020-09-22
Sicilia,224,15,2151,2390,3455,300,6145,108,4087,2058,6145,327407,442373,7008,2020-09-22
PA Trento,13,0,535,548,4808,405,5761,25,3679,2082,5761,93785,216684,999,2020-09-22
Friuli Venezia Giulia,21,5,677,703,3351,350,4404,14,4092,312,4404,173067,384040,2296,2020-09-22
Abruzzo,54,5,683,742,3010,475,4227,18,3669,558,4227,120852,187204,1122,2020-09-22
Sardegna,96,21,1606,1723,1490,143,3356,53,1809,1547,3356,147183,173660,2183,2020-09-22
PA Bolzano,20,1,427,448,2589,292,3329,8,3329,0,3329,86311,163340,1005,2020-09-22
Umbria,28,4,437,469,1694,84,2247,26,1616,631,2247,114754,190643,2443,2020-09-22
Calabria,29,4,457,490,1280,98,1868,24,1159,709,1868,186032,188138,1531,2020-09-22
Valle d'Aosta,4,0,45,49,1087,146,1282,1,1152,130,1282,19320,27872,157,2020-09-22
Basilicata,10,1,166,177,447,28,652,14,422,230,652,66694,67504,577,2020-09-22
Molise,5,1,125,131,466,23,620,2,580,40,620,38579,40000,202,2020-09-22
Lombardia,283,36,8757,9076,78849,16923,104848,90,94073,10775,104848,1213246,1953299,9963,2020-09-21
Emilia-Romagna,167,23,4428,4618,25361,4477,34456,116,30587,3869,34456,627269,1090435,5024,2020-09-21
Piemonte,143,7,2208,2358,27883,4155,34396,57,23667,10729,34396,410265,670699,2387,2020-09-21
Veneto,129,12,2993,3134,20589,2162,25885,103,20693,5192,25885,703443,1798099,6595,2020-09-21
Lazio,466,27,5347,5840,7807,895,14542,198,7467,7075,14542,662743,792675,8286,2020-09-21
Toscana,94,23,2901,3018,9726,1152,13896,84,11423,2473,13896,459147,681070,4138,2020-09-21
Liguria,145,15,1365,1525,9440,1591,12556,64,9281,3275,12556,153324,285528,1353,2020-09-21
Campania,345,21,4531,4897,5149,457,10503,243,8987,1516,10503,345005,544020,3405,2020-09-21
Marche,24,2,624,650,6112,989,7751,17,7751,0,7751,137930,233956,550,2020-09-21
Puglia,201,11,1977,2189,4306,580,7075,81,2238,4837,7075,268745,376960,1895,2020-09-21
Sicilia,203,14,2131,2348,3390,299,6037,75,4027,2010,6037,323104,435365,3102,2020-09-21
PA Trento,13,0,545,558,4773,405,5736,2,3674,2062,5736,93200,215685,118,2020-09-21
Friuli Venezia Giulia,20,5,671,696,3344,350,4390,13,4084,306,4390,172262,381744,886,2020-09-21
Abruzzo,58,5,676,739,2995,475,4209,72,3657,552,4209,120157,186082,3976,2020-09-21
PA Bolzano,16,1,423,440,2589,292,3321,20,3321,0,3321,85880,162335,1126,2020-09-21
Sardegna,98,20,1596,1714,1446,143,3303,64,1787,1516,3303,145340,171477,1082,2020-09-21
Umbria,25,4,439,468,1669,84,2221,5,1612,609,2221,113380,188200,593,2020-09-21
Calabria,30,4,434,468,1278,98,1844,12,1159,685,1844,184501,186607,920,2020-09-21
Valle d'Aosta,3,0,45,48,1087,146,1281,2,1151,130,1281,19210,27715,124,2020-09-21
Basilicata,7,1,155,163,447,28,638,1,420,218,638,66117,66927,82,2020-09-21
Molise,5,1,126,132,463,23,618,31,579,39,618,38386,39798,257,2020-09-21
Lombardia,264,38,8705,9007,78829,16922,104758,211,93998,10760,104758,1206551,1943336,14926,2020-09-20
Emilia-Romagna,169,19,4341,4529,25335,4476,34340,115,30531,3809,34340,625160,1085411,7635,2020-09-20
Piemonte,142,7,2177,2326,27859,4154,34339,98,23698,10641,34339,407611,668312,5221,2020-09-20
Veneto,124,10,2959,3093,20527,2162,25782,173,20655,5127,25782,701455,1791504,10952,2020-09-20
Lazio,422,23,5244,5689,7765,890,14344,165,7410,6934,14344,655297,784389,9464,2020-09-20
Toscana,86,23,2847,2956,9704,1152,13812,147,11394,2418,13812,455978,676932,8036,2020-09-20
Liguria,136,15,1310,1461,9440,1591,12492,85,9293,3199,12492,152634,284175,2049,2020-09-20
Campania,344,22,4309,4675,5129,456,10260,171,8758,1502,10260,339764,540615,7632,2020-09-20
Marche,21,2,619,642,6103,989,7734,31,7734,0,7734,137510,233406,1457,2020-09-20
Puglia,199,11,1918,2128,4287,579,6994,50,2234,4760,6994,267208,375065,2777,2020-09-20
Sicilia,194,13,2109,2316,3350,296,5962,116,4002,1960,5962,321168,432263,3120,2020-09-20
PA Trento,13,0,544,557,4772,405,5734,45,3673,2061,5734,93131,215567,1547,2020-09-20
Friuli Venezia Giulia,19,4,663,686,3341,350,4377,32,4074,303,4377,171811,380858,2069,2020-09-20
Abruzzo,48,5,626,679,2984,474,4137,0,3603,534,4137,117719,182106,0,2020-09-20
PA Bolzano,15,2,405,422,2587,292,3301,20,3301,0,3301,85316,161209,1530,2020-09-20
Sardegna,96,18,1551,1665,1433,141,3239,72,1776,1463,3239,144511,170395,1276,2020-09-20
Umbria,29,4,452,485,1648,83,2216,24,1607,609,2216,113041,187607,1300,2020-09-20
Calabria,30,4,427,461,1273,98,1832,22,1159,673,1832,183581,185687,1632,2020-09-20
Valle d'Aosta,4,0,47,51,1082,146,1279,3,1149,130,1279,19140,27591,176,2020-09-20
Basilicata,6,1,159,166,443,28,637,6,420,217,637,66035,66845,327,2020-09-20
Molise,4,1,99,104,460,23,587,1,548,39,587,38140,39541,302,2020-09-20
Lombardia,271,36,8628,8935,78695,16917,104547,243,93866,10681,104547,1197038,1928410,21721,2020-09-19
Piemonte,140,6,2158,2304,27783,4154,34241,74,23816,10425,34241,403513,663091,3848,2020-09-19
Emilia-Romagna,174,19,4245,4438,25313,4474,34225,133,30466,3759,34225,620451,1077776,8998,2020-09-19
Veneto,125,10,2910,3045,20406,2158,25609,186,20627,4982,25609,697466,1780552,16684,2020-09-19
Lazio,445,22,5071,5538,7751,890,14179,197,7376,6803,14179,646453,774925,10097,2020-09-19
Toscana,88,21,2718,2827,9686,1152,13665,143,11342,2323,13665,450613,668896,8651,2020-09-19
Liguria,140,16,1277,1433,9386,1588,12407,78,9219,3188,12407,151550,282126,2666,2020-09-19
Campania,327,19,4227,4573,5060,456,10089,149,8599,1490,10089,333778,532983,5515,2020-09-19
Marche,23,2,596,621,6093,989,7703,24,7703,0,7703,136589,231949,1458,2020-09-19
Puglia,201,13,1874,2088,4278,578,6944,108,2227,4717,6944,265618,372288,3717,2020-09-19
Sicilia,191,13,2028,2232,3318,296,5846,98,3929,1917,5846,318845,429143,4344,2020-09-19
PA Trento,10,0,524,534,4750,405,5689,22,3653,2036,5689,92546,214020,2375,2020-09-19
Friuli Venezia Giulia,20,3,658,681,3314,350,4345,33,4045,300,4345,170885,378789,3639,2020-09-19
Abruzzo,48,5,626,679,2984,474,4137,0,3603,534,4137,117719,182106,0,2020-09-19
PA Bolzano,15,2,388,405,2584,292,3281,26,3281,0,3281,84628,159679,2281,2020-09-19
Sardegna,91,18,1486,1595,1431,141,3167,59,1757,1410,3167,143431,169119,2396,2020-09-19
Umbria,27,4,440,471,1638,83,2192,32,1601,591,2192,112361,186307,1767,2020-09-19
Calabria,27,4,414,445,1267,98,1810,25,1159,651,1810,181949,184055,1880,2020-09-19
Valle d'Aosta,6,0,42,48,1082,146,1276,0,1146,130,1276,19040,27415,225,2020-09-19
Basilicata,6,1,158,165,438,28,631,3,415,216,631,65708,66518,634,2020-09-19
Molise,5,1,98,104,459,23,586,5,547,39,586,37847,39239,327,2020-09-19
Lombardia,284,32,8711,9027,78369,16908,104304,224,93748,10556,104304,1184027,1906689,16828,2020-09-18
Piemonte,140,6,2116,2262,27752,4153,34167,127,23856,10311,34167,401619,659243,4786,2020-09-18
Emilia-Romagna,182,21,4166,4369,25252,4472,34093,121,30405,3688,34093,616330,1068778,9674,2020-09-18
Veneto,115,8,2886,3009,20261,2153,25423,176,20564,4859,25423,691678,1763868,11985,2020-09-18
Lazio,459,17,4937,5413,7680,889,13982,193,7306,6676,13982,637844,764828,10558,2020-09-18
Toscana,95,21,2584,2700,9670,1152,13522,99,11271,2251,13522,444645,660245,7883,2020-09-18
Liguria,141,16,1257,1414,9329,1586,12329,158,9217,3112,12329,150104,279460,3955,2020-09-18
Campania,318,20,4127,4465,5020,455,9940,208,8456,1484,9940,328713,527468,7460,2020-09-18
Marche,22,1,583,606,6084,989,7679,29,7679,0,7679,135887,230491,1519,2020-09-18
Puglia,200,12,1774,1986,4273,577,6836,84,2207,4629,6836,263073,368571,3773,2020-09-18
Sicilia,179,15,1963,2157,3295,296,5748,179,3859,1889,5748,316122,424799,6329,2020-09-18
PA Trento,12,0,546,558,4704,405,5667,18,3645,2022,5667,91799,211645,1793,2020-09-18
Friuli Venezia Giulia,22,4,646,672,3291,349,4312,39,4017,295,4312,169788,375150,3152,2020-09-18
Abruzzo,48,5,626,679,2984,474,4137,54,3603,534,4137,117719,182106,1804,2020-09-18
PA Bolzano,15,2,368,385,2578,292,3255,72,3255,0,3255,83325,157398,1916,2020-09-18
Sardegna,89,17,1461,1567,1400,141,3108,66,1750,1358,3108,141571,166723,1938,2020-09-18
Umbria,27,5,423,455,1623,82,2160,21,1592,568,2160,111396,184540,1684,2020-09-18
Calabria,24,4,393,421,1266,98,1785,28,1159,626,1785,180069,182175,1777,2020-09-18
Valle d'Aosta,6,0,43,49,1081,146,1276,8,1146,130,1276,18953,27190,82,2020-09-18
Basilicata,6,1,156,163,437,28,628,0,415,213,628,65074,65884,438,2020-09-18
Molise,3,1,96,100,458,23,581,3,542,39,581,37522,38912,505,2020-09-18
Lombardia,272,32,8630,8934,78240,16906,104080,281,93616,10464,104080,1173781,1889861,21707,2020-09-17
Piemonte,136,6,2080,2222,27665,4153,34040,70,23925,10115,34040,399601,654457,4872,2020-09-17
Emilia-Romagna,178,21,4078,4277,25224,4471,33972,110,30355,3617,33972,612312,1059104,8414,2020-09-17
Veneto,109,12,2843,2964,20132,2151,25247,109,20476,4771,25247,687364,1751883,11579,2020-09-17
Lazio,492,16,4775,5283,7617,889,13789,181,7259,6530,13789,629051,754270,9381,2020-09-17
Toscana,89,20,2541,2650,9621,1152,13423,119,11228,2195,13423,439124,652362,7717,2020-09-17
Liguria,135,15,1208,1358,9227,1586,12171,40,9080,3091,12171,148192,275505,2295,2020-09-17
Campania,302,21,3984,4307,4970,455,9732,195,8380,1352,9732,321975,520008,8473,2020-09-17
Marche,20,2,560,582,6079,989,7650,37,7650,0,7650,135016,228972,1695,2020-09-17
Puglia,200,14,1701,1915,4262,575,6752,63,2191,4561,6752,260264,364798,4011,2020-09-17
PA Trento,11,0,560,571,4673,405,5649,76,3633,2016,5649,91333,209852,2099,2020-09-17
Sicilia,173,14,1856,2043,3231,295,5569,96,3750,1819,5569,312007,418470,5498,2020-09-17
Friuli Venezia Giulia,22,4,630,656,3268,349,4273,63,3988,285,4273,168808,371998,4081,2020-09-17
Abruzzo,45,5,582,632,2978,473,4083,33,3559,524,4083,116740,180302,1746,2020-09-17
PA Bolzano,15,2,309,326,2565,292,3183,15,3183,0,3183,82321,155482,1529,2020-09-17
Sardegna,84,17,1413,1514,1388,140,3042,51,1735,1307,3042,140077,164785,1949,2020-09-17
Umbria,25,5,437,467,1590,82,2139,22,1585,554,2139,110422,182856,1759,2020-09-17
Calabria,26,4,375,405,1254,98,1757,16,1159,598,1757,178292,180398,1845,2020-09-17
Valle d'Aosta,5,0,36,41,1081,146,1268,1,1138,130,1268,18904,27108,273,2020-09-17
Basilicata,6,1,159,166,434,28,628,5,415,213,628,64636,65446,583,2020-09-17
Molise,3,1,96,100,455,23,578,2,540,38,578,37023,38407,267,2020-09-17
Lombardia,264,30,8510,8804,78090,16905,103799,159,93456,10343,103799,1160353,1868154,17831,2020-09-16
Piemonte,123,6,2098,2227,27590,4153,33970,117,23957,10013,33970,397218,649585,4961,2020-09-16
Emilia-Romagna,174,19,3986,4179,25213,4470,33862,106,30293,3569,33862,607881,1050690,10024,2020-09-16
Veneto,107,14,2869,2990,19997,2151,25138,159,20393,4745,25138,683212,1740304,16413,2020-09-16
Lazio,467,18,4643,5128,7593,887,13608,165,7208,6400,13608,621049,744889,7911,2020-09-16
Toscana,88,20,2480,2588,9565,1151,13304,90,11177,2127,13304,433964,644645,6574,2020-09-16
Liguria,136,13,1174,1323,9225,1583,12131,73,9085,3046,12131,147046,273210,3335,2020-09-16
Campania,301,19,3877,4197,4888,452,9537,186,8213,1324,9537,315063,511535,6072,2020-09-16
Marche,15,2,544,561,6063,989,7613,38,7613,0,7613,134034,227277,1346,2020-09-16
Puglia,204,14,1645,1863,4252,574,6689,103,2179,4510,6689,257428,360787,4571,2020-09-16
PA Trento,13,0,488,501,4667,405,5573,32,3624,1949,5573,90609,207753,2528,2020-09-16
Sicilia,155,16,1817,1988,3190,295,5473,90,3690,1783,5473,308515,412972,5809,2020-09-16
Friuli Venezia Giulia,22,3,587,612,3249,349,4210,29,3949,261,4210,167456,367917,4227,2020-09-16
Abruzzo,42,5,559,606,2973,473,4052,18,3533,519,4052,115700,178556,1577,2020-09-16
PA Bolzano,17,2,304,323,2553,292,3168,12,3168,0,3168,81388,153953,1277,2020-09-16
Sardegna,88,17,1375,1480,1371,140,2991,27,1728,1263,2991,138426,162836,1818,2020-09-16
Umbria,27,5,436,468,1568,81,2117,17,1583,534,2117,109462,181097,1798,2020-09-16
Calabria,28,2,359,389,1254,98,1741,19,1159,582,1741,176447,178553,1669,2020-09-16
Valle d'Aosta,5,0,37,42,1079,146,1267,1,1137,130,1267,18731,26835,137,2020-09-16
Basilicata,6,1,157,164,431,28,623,5,414,209,623,64053,64863,533,2020-09-16
Molise,3,1,95,99,454,23,576,6,538,38,576,36757,38140,196,2020-09-16
Lombardia,263,29,8507,8799,77938,16903,103640,176,93359,10281,103640,1148425,1850323,19399,2020-09-15
Piemonte,112,8,2037,2157,27543,4153,33853,39,23962,9891,33853,394783,644624,3739,2020-09-15
Emilia-Romagna,168,17,3917,4102,25184,4470,33756,125,30239,3517,33756,603369,1040666,9885,2020-09-15
Veneto,102,15,2867,2984,19849,2146,24979,115,20368,4611,24979,677256,1723891,8122,2020-09-15
Lazio,453,18,4526,4997,7559,887,13443,139,7165,6278,13443,614394,736978,7727,2020-09-15
Toscana,93,17,2417,2527,9536,1151,13214,41,11151,2063,13214,429310,638071,4493,2020-09-15
Liguria,128,12,1111,1251,9225,1582,12058,141,9060,2998,12058,145476,269875,2445,2020-09-15
Campania,295,18,3767,4080,4819,452,9351,136,8041,1310,9351,310227,505463,3895,2020-09-15
Marche,17,2,517,536,6050,989,7575,14,7575,0,7575,133279,225931,1259,2020-09-15
Puglia,204,13,1559,1776,4237,573,6586,76,2160,4426,6586,255154,356216,4677,2020-09-15
PA Trento,9,0,465,474,4662,405,5541,20,3613,1928,5541,89798,205225,621,2020-09-15
Sicilia,141,17,1761,1919,3172,292,5383,77,3640,1743,5383,304795,407163,4327,2020-09-15
Friuli Venezia Giulia,24,2,583,609,3223,349,4181,20,3924,257,4181,166049,363690,2157,2020-09-15
Abruzzo,42,4,545,591,2970,473,4034,18,3520,514,4034,114687,176979,1019,2020-09-15
PA Bolzano,15,1,304,320,2544,292,3156,21,3156,0,3156,80736,152676,855,2020-09-15
Sardegna,86,18,1353,1457,1367,140,2964,36,1721,1243,2964,136896,161018,1616,2020-09-15
Umbria,23,6,430,459,1560,81,2100,22,1581,519,2100,108521,179299,2190,2020-09-15
Calabria,31,2,341,374,1250,98,1722,4,1159,563,1722,174778,176884,1185,2020-09-15
Valle d'Aosta,5,0,37,42,1078,146,1266,3,1135,131,1266,18657,26698,170,2020-09-15
Basilicata,6,1,154,161,429,28,618,5,414,204,618,63520,64330,497,2020-09-15
Molise,5,1,91,97,450,23,570,1,532,38,570,36565,37944,239,2020-09-15
Lombardia,262,28,8558,8848,77715,16901,103464,125,93294,10170,103464,1134109,1830924,7931,2020-09-14
Piemonte,114,9,2006,2129,27532,4153,33814,61,23990,9824,33814,393413,640885,2834,2020-09-14
Emilia-Romagna,165,18,3881,4064,25098,4469,33631,127,30178,3453,33631,599934,1030781,4849,2020-09-14
Veneto,96,14,2873,2983,19737,2144,24864,55,20329,4535,24864,673892,1715769,4261,2020-09-14
Lazio,410,17,4469,4896,7523,885,13304,181,7136,6168,13304,606736,729251,8818,2020-09-14
Toscana,82,18,2400,2500,9523,1150,13173,59,11136,2037,13173,426415,633578,3377,2020-09-14
Liguria,126,12,1062,1200,9135,1582,11917,65,9030,2887,11917,144077,267430,995,2020-09-14
Campania,286,19,3699,4004,4759,452,9215,90,7915,1300,9215,306866,501568,2845,2020-09-14
Marche,15,2,511,528,6044,989,7561,11,7561,0,7561,132543,224672,553,2020-09-14
Puglia,203,11,1499,1713,4225,572,6510,61,2151,4359,6510,252699,351539,1820,2020-09-14
PA Trento,11,0,448,459,4657,405,5521,20,3610,1911,5521,89459,204604,317,2020-09-14
Sicilia,136,16,1690,1842,3172,292,5306,65,3593,1713,5306,301876,402836,2158,2020-09-14
Friuli Venezia Giulia,22,3,567,592,3220,349,4161,4,3910,251,4161,165276,361533,832,2020-09-14
Abruzzo,41,4,532,577,2966,473,4016,1,3507,509,4016,114031,175960,106,2020-09-14
PA Bolzano,8,0,295,303,2540,292,3135,7,3135,0,3135,80293,151821,699,2020-09-14
Sardegna,85,16,1339,1440,1348,140,2928,54,1718,1210,2928,135511,159402,1322,2020-09-14
Umbria,19,5,419,443,1554,81,2078,12,1574,504,2078,107533,177109,592,2020-09-14
Calabria,29,2,344,375,1245,98,1718,3,1159,559,1718,173593,175699,674,2020-09-14
Valle d'Aosta,3,1,35,39,1078,146,1263,3,1132,131,1263,18560,26528,39,2020-09-14
Basilicata,5,1,150,156,429,28,613,0,414,199,613,63023,63833,62,2020-09-14
Molise,4,1,91,96,450,23,569,4,531,38,569,36332,37705,225,2020-09-14
Lombardia,252,28,8509,8789,77651,16899,103339,265,93207,10132,103339,1128937,1822993,12844,2020-09-13
Piemonte,100,8,1989,2097,27503,4153,33753,82,23979,9774,33753,391637,638051,3728,2020-09-13
Emilia-Romagna,156,17,3766,3939,25096,4469,33504,143,30116,3388,33504,597178,1025932,6114,2020-09-13
Veneto,95,14,2858,2967,19700,2142,24809,142,20314,4495,24809,671902,1711508,8090,2020-09-13
Lazio,424,17,4314,4755,7483,885,13123,143,7086,6037,13123,598963,720433,9580,2020-09-13
Toscana,80,17,2362,2459,9506,1149,13114,91,11112,2002,13114,424101,630201,6737,2020-09-13
Liguria,115,11,1017,1143,9130,1579,11852,78,9014,2838,11852,143543,266435,1682,2020-09-13
Campania,271,19,3651,3941,4733,451,9125,122,7839,1286,9125,304705,498723,4236,2020-09-13
Marche,14,2,504,520,6041,989,7550,39,7550,0,7550,132323,224119,1662,2020-09-13
Puglia,195,9,1474,1678,4201,570,6449,82,2148,4301,6449,250467,349719,2955,2020-09-13
PA Trento,9,0,433,442,4654,405,5501,9,3600,1901,5501,89234,204287,1166,2020-09-13
Sicilia,120,17,1656,1793,3158,290,5241,61,3556,1685,5241,300490,400678,2726,2020-09-13
Friuli Venezia Giulia,23,2,564,589,3219,349,4157,45,3907,250,4157,164825,360701,2138,2020-09-13
Abruzzo,41,3,535,579,2964,472,4015,37,3503,512,4015,113956,175854,1962,2020-09-13
PA Bolzano,8,0,288,296,2540,292,3128,40,3128,0,3128,79873,151122,1273,2020-09-13
Sardegna,80,14,1310,1404,1330,140,2874,33,1710,1164,2874,134443,158080,1252,2020-09-13
Umbria,19,4,415,438,1547,81,2066,24,1568,498,2066,107219,176517,1726,2020-09-13
Calabria,29,3,363,395,1222,98,1715,14,1159,556,1715,172919,175025,1315,2020-09-13
Valle d'Aosta,3,0,33,36,1078,146,1260,2,1129,131,1260,18539,26489,195,2020-09-13
Basilicata,5,1,150,156,429,28,613,3,414,199,613,62961,63771,360,2020-09-13
Molise,3,1,89,93,449,23,565,3,528,37,565,36107,37480,402,2020-09-13
Lombardia,251,27,8289,8567,77611,16896,103074,269,93050,10024,103074,1120531,1810149,16493,2020-09-12
Piemonte,104,9,1917,2030,27488,4153,33671,93,24034,9637,33671,388781,634323,3238,2020-09-12
Emilia-Romagna,152,17,3658,3827,25067,4469,33363,138,30044,3319,33363,592684,1019818,9911,2020-09-12
Veneto,99,12,2829,2940,19586,2141,24667,138,20273,4394,24667,668332,1703418,14390,2020-09-12
Toscana,74,18,2310,2402,9473,1148,13023,138,11095,1928,13023,419422,623464,6698,2020-09-12
Lazio,401,16,4204,4621,7475,884,12980,155,7050,5930,12980,590692,710853,10339,2020-09-12
Liguria,109,11,968,1088,9107,1579,11774,112,8984,2790,11774,142774,264753,2531,2020-09-12
